seed,method,split,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
2,recovery_first_policy,sensor_noise_shift,48,0.706767,0.031367,0.094866,0.012592,0.225694,0.042939,0.118056,0.089651,0.076389,0.051429,0.160826,0.015244,0.158877,0.042357,0.385484,0.044241,0.527778,0.099349,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,combined_disagreement_stress,48,0.593150,0.021229,0.112687,0.010139,0.545139,0.069962,0.538194,0.100252,0.013889,0.016372,0.203693,0.015826,0.272893,0.031026,0.202654,0.028992,0.579861,0.099185,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,controller_instability_shift,48,0.592242,0.016426,0.133012,0.012619,0.565972,0.059752,0.375000,0.075653,0.000000,0.000000,0.170382,0.011180,0.324236,0.042286,0.180348,0.038469,0.378472,0.075176,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,goal_ambiguity_shift,48,0.614825,0.017080,0.116100,0.012936,0.493056,0.063003,0.465278,0.095773,0.003472,0.006806,0.185117,0.014750,0.281158,0.038714,0.229822,0.036626,0.472222,0.095464,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,model_misspecification_shift,48,0.608322,0.018529,0.118818,0.011389,0.590278,0.055838,0.447917,0.089755,0.000000,0.000000,0.182922,0.013805,0.287699,0.035911,0.218877,0.033499,0.461806,0.090846,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,nominal_disagreement,48,0.594174,0.012882,0.144356,0.016581,0.645833,0.055555,0.187500,0.058053,0.000000,0.000000,0.139995,0.007958,0.381175,0.052359,0.178593,0.047545,0.187500,0.058053,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,ood_action_shift,48,0.598707,0.017435,0.129808,0.013464,0.552083,0.059288,0.361111,0.080402,0.003472,0.006806,0.168838,0.011780,0.320556,0.043795,0.194941,0.040359,0.371528,0.080347,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,rare_adversarial_shift,48,0.588680,0.030070,0.104843,0.010003,0.538194,0.051687,0.618056,0.112152,0.017361,0.014556,0.219083,0.017558,0.250325,0.036135,0.203903,0.036616,0.663194,0.108085,0.996528,0.006806
2,risk_bounded_typed_disagreement_protocol_v5,sensor_noise_shift,48,0.616631,0.017428,0.117172,0.012870,0.611111,0.054444,0.437500,0.090526,0.000000,0.000000,0.178877,0.013748,0.292264,0.039546,0.233638,0.037170,0.437500,0.090526,1.000000,0.000000
2,robust_mpc_fallback,combined_disagreement_stress,48,0.620716,0.031935,0.108212,0.011591,0.159722,0.045577,0.225694,0.113632,0.083333,0.053273,0.163129,0.011782,0.218019,0.047971,0.263112,0.048338,0.600694,0.091624,0.975694,0.016817
2,robust_mpc_fallback,controller_instability_shift,48,0.656880,0.030399,0.102536,0.012029,0.190972,0.044561,0.246528,0.122254,0.045139,0.031875,0.152861,0.013366,0.186183,0.045715,0.324299,0.046140,0.545139,0.107316,1.000000,0.000000
2,robust_mpc_fallback,goal_ambiguity_shift,48,0.649073,0.028707,0.109262,0.013642,0.187500,0.040833,0.229167,0.114517,0.041667,0.028357,0.143116,0.013719,0.208832,0.048531,0.307751,0.048011,0.468750,0.110751,0.996528,0.006806
2,robust_mpc_fallback,model_misspecification_shift,48,0.642994,0.030365,0.109741,0.014282,0.208333,0.051005,0.229167,0.115750,0.059028,0.041823,0.146961,0.014044,0.214598,0.050027,0.297927,0.049877,0.500000,0.113010,0.996528,0.006806
2,robust_mpc_fallback,nominal_disagreement,48,0.662250,0.028132,0.105662,0.013880,0.250000,0.049595,0.211806,0.106431,0.010417,0.011534,0.128205,0.013662,0.224911,0.045901,0.340049,0.047813,0.378472,0.119416,1.000000,0.000000
2,robust_mpc_fallback,ood_action_shift,48,0.651985,0.029598,0.106024,0.013213,0.225694,0.044027,0.225694,0.114461,0.038194,0.029565,0.145893,0.013182,0.204471,0.047451,0.316608,0.047977,0.500000,0.107431,1.000000,0.000000
2,robust_mpc_fallback,rare_adversarial_shift,48,0.574353,0.037515,0.086787,0.009126,0.135417,0.042011,0.218750,0.110537,0.142361,0.074703,0.190920,0.009174,0.238288,0.049551,0.221513,0.048896,0.760417,0.065900,0.871528,0.041539
2,robust_mpc_fallback,sensor_noise_shift,48,0.649558,0.029479,0.110367,0.013304,0.177083,0.048051,0.225694,0.113215,0.013889,0.013170,0.136469,0.014081,0.219895,0.047099,0.311222,0.047622,0.427083,0.116678,1.000000,0.000000
2,typed_disagreement_protocol_v4,combined_disagreement_stress,48,0.611405,0.030961,0.075216,0.004169,0.475694,0.065239,0.684028,0.117218,0.065972,0.038588,0.227907,0.014594,0.196028,0.031784,0.279519,0.034166,0.805556,0.092443,0.968750,0.020988
2,typed_disagreement_protocol_v4,controller_instability_shift,48,0.649673,0.025036,0.077487,0.006187,0.531250,0.052067,0.673611,0.120292,0.003472,0.006806,0.209764,0.018309,0.172982,0.030616,0.331602,0.032413,0.704861,0.121575,0.996528,0.006806
2,typed_disagreement_protocol_v4,goal_ambiguity_shift,48,0.655817,0.024712,0.080611,0.006722,0.520833,0.058863,0.645833,0.116158,0.013889,0.016372,0.202822,0.016527,0.174483,0.033086,0.336497,0.033858,0.673611,0.112993,1.000000,0.000000
2,typed_disagreement_protocol_v4,model_misspecification_shift,48,0.651170,0.024808,0.078001,0.006219,0.524306,0.065960,0.666667,0.118725,0.017361,0.020027,0.208219,0.017113,0.172763,0.029763,0.333814,0.031213,0.715278,0.115067,1.000000,0.000000
2,typed_disagreement_protocol_v4,nominal_disagreement,48,0.686556,0.025982,0.075496,0.011403,0.614583,0.059288,0.625000,0.136689,0.000000,0.000000,0.187960,0.018446,0.170877,0.036948,0.388891,0.039830,0.625000,0.136689,1.000000,0.000000
2,typed_disagreement_protocol_v4,ood_action_shift,48,0.658012,0.025509,0.079054,0.007903,0.565972,0.062081,0.635417,0.123282,0.017361,0.017506,0.201796,0.016987,0.172661,0.032443,0.342836,0.033765,0.680556,0.118260,1.000000,0.000000
2,typed_disagreement_protocol_v4,rare_adversarial_shift,48,0.535309,0.028720,0.075969,0.006087,0.444444,0.050851,0.555556,0.100767,0.090278,0.062247,0.233705,0.014338,0.274853,0.033984,0.179375,0.034360,0.809028,0.087532,0.885417,0.036595
2,typed_disagreement_protocol_v4,sensor_noise_shift,48,0.664298,0.024521,0.075676,0.005659,0.562500,0.061994,0.673611,0.117909,0.010417,0.011534,0.203205,0.016440,0.171098,0.029478,0.354804,0.030705,0.690972,0.114668,0.996528,0.006806
2,uncertainty_aware_mppi,combined_disagreement_stress,48,0.638705,0.032602,0.109161,0.013080,0.277778,0.049912,0.246528,0.120304,0.055556,0.038086,0.164670,0.013881,0.196492,0.049816,0.283283,0.049529,0.576389,0.107852,1.000000,0.000000
2,uncertainty_aware_mppi,controller_instability_shift,48,0.649084,0.033314,0.109231,0.014076,0.288194,0.048378,0.250000,0.123796,0.017361,0.017506,0.149477,0.015021,0.204920,0.051939,0.304142,0.052962,0.479167,0.120946,1.000000,0.000000
2,uncertainty_aware_mppi,goal_ambiguity_shift,48,0.651672,0.031489,0.110002,0.013466,0.305556,0.064027,0.250000,0.119915,0.010417,0.011534,0.145417,0.014971,0.207414,0.050499,0.307875,0.050099,0.447917,0.120370,1.000000,0.000000
2,uncertainty_aware_mppi,model_misspecification_shift,48,0.647826,0.033223,0.109648,0.013822,0.315972,0.056076,0.250000,0.123796,0.027778,0.020247,0.148953,0.014818,0.208906,0.051351,0.302333,0.051770,0.479167,0.120161,1.000000,0.000000
2,uncertainty_aware_mppi,nominal_disagreement,48,0.668031,0.033262,0.104598,0.015467,0.347222,0.059826,0.243056,0.120685,0.003472,0.006806,0.132785,0.015401,0.219798,0.053093,0.344966,0.055512,0.375000,0.134948,1.000000,0.000000
2,uncertainty_aware_mppi,ood_action_shift,48,0.650789,0.033787,0.110192,0.014681,0.309028,0.059155,0.250000,0.123796,0.013889,0.016372,0.142877,0.015651,0.211875,0.053455,0.308352,0.054012,0.434028,0.128203,1.000000,0.000000
2,uncertainty_aware_mppi,rare_adversarial_shift,48,0.637804,0.030289,0.106789,0.011311,0.250000,0.043498,0.260417,0.117083,0.090278,0.050501,0.177346,0.012001,0.179561,0.043499,0.278727,0.042473,0.656250,0.089359,1.000000,0.000000
2,uncertainty_aware_mppi,sensor_noise_shift,48,0.647452,0.033937,0.114124,0.015766,0.281250,0.055155,0.243056,0.120685,0.010417,0.011534,0.137158,0.015632,0.230242,0.055776,0.300368,0.056585,0.392361,0.129944,1.000000,0.000000
2,variance_threshold_abstention,combined_disagreement_stress,48,0.136387,0.022140,0.009814,0.003545,0.100694,0.039794,0.010417,0.011534,0.222222,0.112310,0.213769,0.004914,0.701407,0.029770,-0.225815,0.028376,0.965278,0.027439,0.131944,0.037618
2,variance_threshold_abstention,controller_instability_shift,48,0.302851,0.039733,0.094685,0.017202,0.163194,0.048133,0.000000,0.000000,0.055556,0.034158,0.127349,0.013398,0.604292,0.067602,-0.099254,0.063981,0.479167,0.073190,0.524306,0.072126
2,variance_threshold_abstention,goal_ambiguity_shift,48,0.269158,0.039915,0.069126,0.010474,0.131944,0.038855,0.000000,0.000000,0.065972,0.037342,0.144270,0.012504,0.620649,0.065460,-0.109186,0.061793,0.572917,0.068711,0.430556,0.067969
2,variance_threshold_abstention,model_misspecification_shift,48,0.267694,0.035178,0.088326,0.017968,0.107639,0.029962,0.000000,0.000000,0.090278,0.055838,0.138491,0.012923,0.648091,0.061465,-0.141207,0.057383,0.541667,0.071142,0.465278,0.068747
2,variance_threshold_abstention,nominal_disagreement,48,0.542866,0.021328,0.168020,0.019914,0.204861,0.049823,0.000000,0.000000,0.000000,0.000000,0.044453,0.003557,0.423351,0.068711,0.136757,0.063682,0.024306,0.019427,0.975694,0.019427
2,variance_threshold_abstention,ood_action_shift,48,0.305999,0.036884,0.097568,0.018311,0.152778,0.042210,0.000000,0.000000,0.076389,0.044528,0.125326,0.012711,0.615381,0.062846,-0.099504,0.058342,0.468750,0.069906,0.531250,0.069906
2,variance_threshold_abstention,rare_adversarial_shift,48,0.300270,0.045692,0.022304,0.004766,0.097222,0.039906,0.062500,0.057233,0.246528,0.122254,0.215136,0.001760,0.488067,0.051107,-0.033839,0.051857,0.996528,0.006806,0.388889,0.069687
2,variance_threshold_abstention,sensor_noise_shift,48,0.287392,0.042812,0.078799,0.014093,0.131944,0.040054,0.000000,0.000000,0.062500,0.039658,0.136085,0.013841,0.623640,0.069254,-0.097335,0.064750,0.527778,0.076173,0.472222,0.076173
2,worldbench_diagnostic_probe,combined_disagreement_stress,48,0.532906,0.009231,0.076881,0.009674,0.392361,0.054580,0.395833,0.134992,0.246528,0.122254,0.274339,0.002813,0.303817,0.028938,0.171730,0.025000,0.989583,0.011534,1.000000,0.000000
2,worldbench_diagnostic_probe,controller_instability_shift,48,0.554391,0.013887,0.103267,0.019337,0.493056,0.065937,0.371528,0.133800,0.152778,0.089055,0.229440,0.014789,0.337989,0.053543,0.166595,0.049015,0.739583,0.091193,1.000000,0.000000
2,worldbench_diagnostic_probe,goal_ambiguity_shift,48,0.569032,0.013037,0.084701,0.013173,0.451389,0.063749,0.381944,0.137193,0.156250,0.095003,0.244739,0.012386,0.299607,0.041911,0.211373,0.038371,0.843750,0.076218,1.000000,0.000000
2,worldbench_diagnostic_probe,model_misspecification_shift,48,0.552484,0.016103,0.095708,0.018979,0.510417,0.061057,0.371528,0.137290,0.194444,0.103087,0.242763,0.011808,0.334584,0.053423,0.171992,0.050473,0.829861,0.072453,1.000000,0.000000
2,worldbench_diagnostic_probe,nominal_disagreement,48,0.596392,0.019399,0.108134,0.025061,0.531250,0.058079,0.371528,0.137290,0.125000,0.094551,0.202138,0.020005,0.342768,0.067746,0.217001,0.063596,0.628472,0.135905,1.000000,0.000000
2,worldbench_diagnostic_probe,ood_action_shift,48,0.561912,0.016565,0.101028,0.020736,0.472222,0.066917,0.368056,0.136155,0.170139,0.097501,0.230405,0.014733,0.337131,0.057414,0.178366,0.053872,0.760417,0.092224,1.000000,0.000000
2,worldbench_diagnostic_probe,rare_adversarial_shift,48,0.512099,0.012094,0.079034,0.009442,0.371528,0.060146,0.413194,0.133357,0.246528,0.122254,0.280040,0.002662,0.312032,0.027566,0.142196,0.024459,0.996528,0.006806,1.000000,0.000000
2,worldbench_diagnostic_probe,sensor_noise_shift,48,0.577612,0.014225,0.088928,0.015702,0.503472,0.065600,0.361111,0.133124,0.166667,0.097264,0.235828,0.012525,0.309012,0.046725,0.216891,0.043165,0.809028,0.078410,1.000000,0.000000
3,bayesian_active_model_selection,combined_disagreement_stress,48,0.575202,0.017242,0.117452,0.014141,0.427083,0.060668,0.538194,0.107537,0.034722,0.033635,0.175074,0.015649,0.281640,0.040275,0.194255,0.036121,0.583333,0.097264,1.000000,0.000000
3,bayesian_active_model_selection,controller_instability_shift,48,0.562202,0.013292,0.146290,0.016678,0.427083,0.057465,0.309028,0.068769,0.000000,0.000000,0.131750,0.010589,0.354658,0.051593,0.148138,0.046983,0.315972,0.069623,1.000000,0.000000
3,bayesian_active_model_selection,goal_ambiguity_shift,48,0.590016,0.016730,0.124551,0.016123,0.440972,0.060342,0.451389,0.095773,0.003472,0.006806,0.152562,0.014490,0.296584,0.048890,0.209210,0.046362,0.458333,0.095050,1.000000,0.000000
3,bayesian_active_model_selection,model_misspecification_shift,48,0.583083,0.014020,0.132259,0.014168,0.434028,0.062081,0.378472,0.080052,0.000000,0.000000,0.142420,0.011989,0.315853,0.045887,0.192420,0.041769,0.392361,0.079904,1.000000,0.000000
3,bayesian_active_model_selection,nominal_disagreement,48,0.580504,0.018350,0.156412,0.019099,0.489583,0.058687,0.104167,0.040833,0.000000,0.000000,0.098636,0.005198,0.394115,0.063751,0.167353,0.059741,0.104167,0.040833,1.000000,0.000000
3,bayesian_active_model_selection,ood_action_shift,48,0.581396,0.016373,0.136939,0.016962,0.423611,0.056679,0.340278,0.078992,0.003472,0.006806,0.135304,0.011954,0.332768,0.053807,0.185419,0.050575,0.343750,0.078057,1.000000,0.000000
3,bayesian_active_model_selection,rare_adversarial_shift,48,0.561785,0.021285,0.114947,0.013345,0.385417,0.050686,0.552083,0.104827,0.093750,0.063710,0.190886,0.013771,0.279444,0.034465,0.175281,0.031898,0.666667,0.081956,1.000000,0.000000
3,bayesian_active_model_selection,sensor_noise_shift,48,0.586256,0.013783,0.133290,0.017289,0.444444,0.066206,0.343750,0.086672,0.003472,0.006806,0.136627,0.012743,0.329344,0.053026,0.197380,0.048132,0.354167,0.084022,1.000000,0.000000
3,conformal_risk_filter,combined_disagreement_stress,48,0.244994,0.033547,0.055605,0.011160,0.180556,0.043316,0.079861,0.053264,0.170139,0.089930,0.196006,0.008831,0.630227,0.042852,-0.154332,0.040041,0.753472,0.051457,0.364583,0.058079
3,conformal_risk_filter,controller_instability_shift,48,0.243708,0.029682,0.057430,0.010291,0.177083,0.048051,0.031250,0.028616,0.138889,0.072351,0.185110,0.009149,0.654804,0.044372,-0.152007,0.040374,0.670139,0.050996,0.364583,0.052967
3,conformal_risk_filter,goal_ambiguity_shift,48,0.255947,0.037925,0.061699,0.011613,0.190972,0.047639,0.031250,0.031751,0.121528,0.068596,0.180392,0.011998,0.646305,0.056017,-0.140511,0.052085,0.642361,0.067379,0.388889,0.065488
3,conformal_risk_filter,model_misspecification_shift,48,0.276036,0.039552,0.066661,0.010349,0.190972,0.041254,0.038194,0.036703,0.100694,0.060538,0.174134,0.011537,0.626826,0.058945,-0.118553,0.054761,0.611111,0.064027,0.427083,0.066614
3,conformal_risk_filter,nominal_disagreement,48,0.419534,0.044393,0.101452,0.012614,0.256944,0.048591,0.010417,0.011534,0.020833,0.018518,0.124654,0.012292,0.522663,0.076148,0.038805,0.072544,0.329861,0.067027,0.680556,0.066562
3,conformal_risk_filter,ood_action_shift,48,0.321487,0.034358,0.077656,0.011837,0.194444,0.045965,0.027778,0.024477,0.090278,0.049555,0.160982,0.011332,0.587176,0.051551,-0.068989,0.048615,0.548611,0.065937,0.513889,0.060611
3,conformal_risk_filter,rare_adversarial_shift,48,0.224492,0.032582,0.039751,0.008238,0.121528,0.039794,0.083333,0.051467,0.184028,0.093413,0.212353,0.006819,0.616819,0.040084,-0.162093,0.037041,0.857639,0.040091,0.315972,0.053486
3,conformal_risk_filter,sensor_noise_shift,48,0.325379,0.041235,0.073372,0.010897,0.173611,0.047608,0.045139,0.040966,0.076389,0.045577,0.160510,0.012691,0.583592,0.062949,-0.056869,0.058065,0.538194,0.072290,0.506944,0.069432
3,ensemble_forecasting_calibrator,combined_disagreement_stress,48,0.556998,0.012708,0.126256,0.015810,0.368056,0.056679,0.329861,0.084507,0.079861,0.051457,0.138832,0.011640,0.293842,0.045698,0.182053,0.041533,0.555556,0.072351,1.000000,0.000000
3,ensemble_forecasting_calibrator,controller_instability_shift,48,0.531468,0.016427,0.160422,0.018528,0.329861,0.064875,0.076389,0.036339,0.013889,0.016372,0.087766,0.007376,0.389512,0.060403,0.113285,0.055649,0.208333,0.053716,0.982639,0.014556
3,ensemble_forecasting_calibrator,goal_ambiguity_shift,48,0.552097,0.015609,0.157750,0.018081,0.381944,0.060709,0.131944,0.050501,0.010417,0.011534,0.090668,0.007720,0.364214,0.058341,0.141580,0.054134,0.232639,0.058147,1.000000,0.000000
3,ensemble_forecasting_calibrator,model_misspecification_shift,48,0.544230,0.017025,0.158759,0.017995,0.354167,0.051121,0.104167,0.043088,0.017361,0.017506,0.088958,0.005951,0.377111,0.059844,0.131163,0.055436,0.222222,0.045965,0.993056,0.009522
3,ensemble_forecasting_calibrator,nominal_disagreement,48,0.560217,0.020382,0.170296,0.021115,0.430556,0.063656,0.006944,0.009522,0.003472,0.006806,0.062404,0.001822,0.419585,0.070521,0.141883,0.066430,0.020833,0.015759,1.000000,0.000000
3,ensemble_forecasting_calibrator,ood_action_shift,48,0.554123,0.016403,0.158797,0.018934,0.347222,0.063656,0.083333,0.041265,0.003472,0.006806,0.083637,0.007873,0.371962,0.061220,0.146225,0.056872,0.184028,0.059354,1.000000,0.000000
3,ensemble_forecasting_calibrator,rare_adversarial_shift,48,0.563917,0.017969,0.106195,0.010716,0.267361,0.053926,0.427083,0.102891,0.097222,0.054008,0.163705,0.011727,0.239793,0.034875,0.214932,0.029827,0.708333,0.071142,0.996528,0.006806
3,ensemble_forecasting_calibrator,sensor_noise_shift,48,0.561388,0.017064,0.158045,0.018406,0.315972,0.060146,0.086806,0.053264,0.003472,0.006806,0.079012,0.006936,0.368343,0.060923,0.158381,0.055844,0.152778,0.056575,1.000000,0.000000
3,failure_aware_rl_recovery,combined_disagreement_stress,48,0.680934,0.037083,0.081805,0.009295,0.256944,0.048591,0.125000,0.094551,0.104167,0.059661,0.203139,0.013846,0.130843,0.041206,0.358766,0.044268,0.715278,0.080181,1.000000,0.000000
3,failure_aware_rl_recovery,controller_instability_shift,48,0.681414,0.040352,0.091669,0.012549,0.260417,0.053190,0.128472,0.094421,0.041667,0.032984,0.179743,0.017550,0.160558,0.049191,0.353922,0.053492,0.565972,0.109498,1.000000,0.000000
3,failure_aware_rl_recovery,goal_ambiguity_shift,48,0.684653,0.039797,0.092216,0.012809,0.229167,0.053826,0.131944,0.094280,0.055556,0.032744,0.179641,0.016540,0.161314,0.051506,0.356028,0.054776,0.569444,0.102857,1.000000,0.000000
3,failure_aware_rl_recovery,model_misspecification_shift,48,0.693916,0.038117,0.081163,0.009799,0.250000,0.060741,0.125000,0.094551,0.038194,0.027919,0.187212,0.016396,0.135638,0.041352,0.384308,0.046700,0.631944,0.103830,1.000000,0.000000
3,failure_aware_rl_recovery,nominal_disagreement,48,0.710975,0.040372,0.091660,0.014090,0.298611,0.052340,0.125000,0.094551,0.006944,0.009522,0.157578,0.018531,0.170099,0.053560,0.399018,0.057664,0.444444,0.126567,1.000000,0.000000
3,failure_aware_rl_recovery,ood_action_shift,48,0.692451,0.039302,0.089462,0.011961,0.236111,0.051314,0.125000,0.094551,0.024306,0.025714,0.174665,0.017592,0.155806,0.047389,0.373371,0.052569,0.541667,0.111959,1.000000,0.000000
3,failure_aware_rl_recovery,rare_adversarial_shift,48,0.677755,0.034581,0.079394,0.008757,0.222222,0.044924,0.128472,0.094421,0.152778,0.079515,0.219134,0.010454,0.120735,0.037080,0.349696,0.040305,0.798611,0.055838,1.000000,0.000000
3,failure_aware_rl_recovery,sensor_noise_shift,48,0.690114,0.038225,0.091542,0.011430,0.260417,0.039992,0.121528,0.092139,0.041667,0.029979,0.170694,0.016466,0.167433,0.046701,0.369235,0.049920,0.520833,0.103678,1.000000,0.000000
3,information_gain_probe_policy,combined_disagreement_stress,48,0.544294,0.011111,0.093680,0.011457,0.423611,0.063003,0.423611,0.127173,0.135417,0.078811,0.246816,0.011679,0.310468,0.035703,0.165426,0.031813,0.812500,0.068517,1.000000,0.000000
3,information_gain_probe_policy,controller_instability_shift,48,0.533044,0.015835,0.148128,0.019853,0.423611,0.053236,0.197917,0.073854,0.024306,0.021726,0.169755,0.013061,0.415226,0.060959,0.087571,0.056422,0.347222,0.082435,0.996528,0.006806
3,information_gain_probe_policy,goal_ambiguity_shift,48,0.552465,0.015804,0.128438,0.016360,0.451389,0.059924,0.263889,0.092699,0.031250,0.020988,0.188464,0.013356,0.367817,0.053890,0.137977,0.050977,0.472222,0.084420,1.000000,0.000000
3,information_gain_probe_policy,model_misspecification_shift,48,0.546896,0.014715,0.139352,0.016199,0.406250,0.054940,0.229167,0.081158,0.013889,0.013170,0.174410,0.011790,0.390038,0.055981,0.118235,0.051317,0.378472,0.074545,1.000000,0.000000
3,information_gain_probe_policy,nominal_disagreement,48,0.562004,0.020494,0.168459,0.021099,0.503472,0.064875,0.031250,0.020988,0.000000,0.000000,0.120305,0.003417,0.454286,0.070550,0.107182,0.066512,0.038194,0.024296,1.000000,0.000000
3,information_gain_probe_policy,ood_action_shift,48,0.552594,0.016228,0.140260,0.017693,0.444444,0.061000,0.225694,0.083946,0.013889,0.013170,0.168589,0.011590,0.392940,0.059285,0.125246,0.054957,0.343750,0.073694,0.996528,0.006806
3,information_gain_probe_policy,rare_adversarial_shift,48,0.523960,0.014012,0.081974,0.009520,0.423611,0.063749,0.451389,0.126801,0.222222,0.111465,0.274448,0.004719,0.303984,0.028642,0.150741,0.024670,0.958333,0.024797,0.996528,0.006806
3,information_gain_probe_policy,sensor_noise_shift,48,0.559802,0.016142,0.136624,0.016738,0.479167,0.061226,0.190972,0.072779,0.010417,0.011534,0.167437,0.011562,0.385465,0.056501,0.141258,0.053297,0.340278,0.072758,0.996528,0.006806
3,mean_ensemble_policy,combined_disagreement_stress,48,0.434664,0.025631,0.197085,0.022915,0.013889,0.013170,0.000000,0.000000,0.013889,0.016372,0.035317,0.006191,0.518745,0.074962,-0.041979,0.071897,0.083333,0.033693,0.916667,0.033693
3,mean_ensemble_policy,controller_instability_shift,48,0.496917,0.019690,0.196621,0.022329,0.010417,0.011534,0.000000,0.000000,0.000000,0.000000,0.021924,0.002131,0.457332,0.072398,0.046712,0.068030,0.010417,0.011534,0.989583,0.011534
3,mean_ensemble_policy,goal_ambiguity_shift,48,0.499498,0.022764,0.198782,0.023658,0.024306,0.016817,0.000000,0.000000,0.000000,0.000000,0.021283,0.001760,0.461804,0.076249,0.045752,0.074192,0.006944,0.009522,0.993056,0.009522
3,mean_ensemble_policy,model_misspecification_shift,48,0.495141,0.022529,0.191515,0.022719,0.024306,0.016817,0.000000,0.000000,0.003472,0.006806,0.025049,0.003670,0.459324,0.073513,0.050164,0.070078,0.027778,0.020247,0.972222,0.020247
3,mean_ensemble_policy,nominal_disagreement,48,0.557365,0.020565,0.173390,0.021302,0.041667,0.024797,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.401791,0.070280,0.161907,0.067129,0.000000,0.000000,1.000000,0.000000
3,mean_ensemble_policy,ood_action_shift,48,0.515626,0.021513,0.190028,0.022086,0.031250,0.020988,0.000000,0.000000,0.000000,0.000000,0.021261,0.001729,0.438829,0.072261,0.081155,0.069644,0.006944,0.009522,0.993056,0.009522
3,mean_ensemble_policy,rare_adversarial_shift,48,0.391737,0.025004,0.194246,0.021705,0.017361,0.014556,0.000000,0.000000,0.027778,0.022462,0.044763,0.008268,0.552400,0.068529,-0.096730,0.064090,0.135417,0.045263,0.864583,0.045263
3,mean_ensemble_policy,sensor_noise_shift,48,0.527291,0.019160,0.187022,0.022412,0.013889,0.016372,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.426502,0.071477,0.101842,0.068036,0.000000,0.000000,1.000000,0.000000
3,oracle_disagreement_type,combined_disagreement_stress,48,0.644785,0.033207,0.080223,0.003473,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.169234,0.019432,0.126065,0.032255,0.349830,0.034624,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,controller_instability_shift,48,0.667917,0.031041,0.072713,0.003082,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.165941,0.018865,0.111006,0.029161,0.391791,0.031846,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,goal_ambiguity_shift,48,0.673782,0.029900,0.071938,0.003014,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.165166,0.018731,0.105892,0.029221,0.399902,0.031391,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,model_misspecification_shift,48,0.674696,0.030287,0.071237,0.002881,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.164972,0.018698,0.105780,0.029714,0.402493,0.032578,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,nominal_disagreement,48,0.717755,0.026109,0.059823,0.002402,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.156253,0.017199,0.084700,0.025323,0.476768,0.028322,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,ood_action_shift,48,0.682245,0.029789,0.069033,0.003152,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.163809,0.018498,0.102481,0.029227,0.415705,0.032820,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,rare_adversarial_shift,48,0.622882,0.035813,0.086050,0.003974,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.172334,0.019967,0.141788,0.034009,0.312937,0.036489,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,sensor_noise_shift,48,0.689493,0.028393,0.066868,0.002661,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.162259,0.018231,0.097922,0.026462,0.428802,0.028542,0.750000,0.123796,1.000000,0.000000
3,recovery_first_policy,combined_disagreement_stress,48,0.699603,0.029477,0.078139,0.008056,0.194444,0.044924,0.118056,0.089651,0.114583,0.063151,0.198141,0.011310,0.120768,0.033498,0.382124,0.036367,0.725694,0.069112,0.968750,0.020988
3,recovery_first_policy,controller_instability_shift,48,0.728757,0.029057,0.080024,0.008998,0.156250,0.035613,0.121528,0.092139,0.083333,0.045621,0.182856,0.013689,0.102713,0.030822,0.424705,0.033272,0.652778,0.086905,1.000000,0.000000
3,recovery_first_policy,goal_ambiguity_shift,48,0.700080,0.033467,0.095269,0.013636,0.173611,0.053236,0.118056,0.089651,0.065972,0.045350,0.165969,0.016320,0.152583,0.045609,0.373547,0.048593,0.548611,0.103830,0.996528,0.006806
