method,split,task,family,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
ensemble_forecasting_calibrator,controller_instability_shift,legged_locomotion_disturbance,sensor_corruption,10,0.521411,0.017628,0.156093,0.025364,0.316667,0.123674,0.133333,0.117277,0.000000,0.000000,0.123153,0.024292,0.402463,0.059088,0.091800,0.056866,0.450000,0.169041,1.000000,0.000000
ensemble_forecasting_calibrator,controller_instability_shift,mobile_navigation_under_sensor_noise,aleatoric_sensor_noise,10,0.602926,0.015377,0.082931,0.005142,0.283333,0.085045,0.000000,0.000000,0.033333,0.043556,0.064000,0.005227,0.095140,0.018942,0.375679,0.024676,0.033333,0.043556,1.000000,0.000000
ensemble_forecasting_calibrator,controller_instability_shift,mobile_navigation_under_sensor_noise,controller_instability,10,0.492848,0.016684,0.246507,0.017252,0.466667,0.144457,0.000000,0.000000,0.000000,0.000000,0.072000,0.008667,0.675355,0.047669,-0.099867,0.049051,0.100000,0.072229,1.000000,0.000000
ensemble_forecasting_calibrator,controller_instability_shift,mobile_navigation_under_sensor_noise,epistemic_unknown,10,0.556174,0.027780,0.150383,0.022924,0.383333,0.049899,0.083333,0.073045,0.000000,0.000000,0.086029,0.017440,0.384040,0.061383,0.165111,0.066603,0.200000,0.136002,1.000000,0.000000
ensemble_forecasting_calibrator,controller_instability_shift,mobile_navigation_under_sensor_noise,goal_specification_ambiguity,10,0.554349,0.019383,0.150455,0.022166,0.316667,0.132916,0.083333,0.073045,0.000000,0.000000,0.092058,0.022704,0.356941,0.051627,0.158907,0.052731,0.250000,0.177258,1.000000,0.000000
ensemble_forecasting_calibrator,controller_instability_shift,mobile_navigation_under_sensor_noise,model_misspecification,10,0.548495,0.034186,0.195042,0.020293,0.366667,0.106689,0.166667,0.097393,0.000000,0.000000,0.080000,0.011687,0.477220,0.066776,0.063403,0.071311,0.166667,0.097393,1.000000,0.000000
ensemble_forecasting_calibrator,controller_instability_shift,mobile_navigation_under_sensor_noise,multi_modal_valid_plans,10,0.633712,0.012497,0.053446,0.002601,0.283333,0.098000,0.000000,0.000000,0.016667,0.032667,0.062000,0.003920,0.037796,0.006836,0.472731,0.017438,0.016667,0.032667,1.000000,0.000000
ensemble_forecasting_calibrator,controller_instability_shift,mobile_navigation_under_sensor_noise,out_of_distribution_action,10,0.534556,0.032561,0.200263,0.018849,0.483333,0.090450,0.233333,0.087111,0.000000,0.000000,0.093887,0.011324,0.493986,0.055447,0.020923,0.056329,0.266667,0.087111,0.966667,0.043556
ensemble_forecasting_calibrator,controller_instability_shift,mobile_navigation_under_sensor_noise,sensor_corruption,10,0.548042,0.019752,0.150122,0.015227,0.433333,0.121254,0.116667,0.069723,0.000000,0.000000,0.101662,0.014051,0.379082,0.030141,0.142943,0.033148,0.316667,0.102726,0.983333,0.032667
ensemble_forecasting_calibrator,goal_ambiguity_shift,articulated_tool_use_with_occlusion,aleatoric_sensor_noise,10,0.596199,0.015315,0.089435,0.004267,0.333333,0.084345,0.000000,0.000000,0.016667,0.032667,0.062045,0.004008,0.106299,0.018747,0.356010,0.024483,0.016667,0.032667,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,articulated_tool_use_with_occlusion,controller_instability,10,0.472343,0.013806,0.245238,0.012677,0.466667,0.126985,0.000000,0.000000,0.000000,0.000000,0.090675,0.006680,0.675533,0.035162,-0.130653,0.038164,0.250000,0.054444,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,articulated_tool_use_with_occlusion,epistemic_unknown,10,0.536495,0.014619,0.156007,0.016402,0.366667,0.126985,0.083333,0.054444,0.000000,0.000000,0.093754,0.016600,0.401436,0.037215,0.127650,0.039279,0.250000,0.121741,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,articulated_tool_use_with_occlusion,goal_specification_ambiguity,10,0.523321,0.029306,0.153034,0.015098,0.283333,0.129298,0.033333,0.043556,0.000000,0.000000,0.103162,0.010282,0.381326,0.054381,0.110767,0.058099,0.333333,0.084345,0.983333,0.032667
ensemble_forecasting_calibrator,goal_ambiguity_shift,articulated_tool_use_with_occlusion,model_misspecification,10,0.580062,0.033098,0.176397,0.020455,0.266667,0.111045,0.366667,0.106689,0.000000,0.000000,0.104990,0.013091,0.397127,0.068881,0.118497,0.069370,0.366667,0.106689,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,articulated_tool_use_with_occlusion,multi_modal_valid_plans,10,0.612925,0.018284,0.060809,0.004249,0.250000,0.121741,0.000000,0.000000,0.033333,0.043556,0.064090,0.005344,0.051435,0.016830,0.434283,0.026303,0.033333,0.043556,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,articulated_tool_use_with_occlusion,out_of_distribution_action,10,0.565063,0.048450,0.198112,0.031851,0.483333,0.141556,0.383333,0.138165,0.000000,0.000000,0.107035,0.016953,0.439138,0.103632,0.054292,0.107093,0.383333,0.138165,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,articulated_tool_use_with_occlusion,sensor_corruption,10,0.512421,0.019469,0.170659,0.020637,0.383333,0.109432,0.150000,0.102726,0.000000,0.000000,0.103213,0.018739,0.435778,0.045225,0.061054,0.046666,0.300000,0.126985,0.983333,0.032667
ensemble_forecasting_calibrator,goal_ambiguity_shift,bimanual_manipulation_failure_detection,aleatoric_sensor_noise,10,0.576547,0.023166,0.088147,0.005965,0.300000,0.094927,0.000000,0.000000,0.100000,0.087111,0.073197,0.011913,0.135814,0.026008,0.327720,0.031910,0.100000,0.087111,0.983333,0.032667
ensemble_forecasting_calibrator,goal_ambiguity_shift,bimanual_manipulation_failure_detection,controller_instability,10,0.486823,0.024410,0.219331,0.016313,0.400000,0.121254,0.000000,0.000000,0.000000,0.000000,0.103497,0.011080,0.620361,0.052514,-0.071819,0.050550,0.350000,0.090450,0.983333,0.032667
ensemble_forecasting_calibrator,goal_ambiguity_shift,bimanual_manipulation_failure_detection,epistemic_unknown,10,0.553879,0.014489,0.137842,0.017819,0.400000,0.130667,0.150000,0.076222,0.000000,0.000000,0.111115,0.017745,0.366113,0.040517,0.172845,0.041271,0.366667,0.126985,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,bimanual_manipulation_failure_detection,goal_specification_ambiguity,10,0.510990,0.015247,0.178441,0.014059,0.316667,0.123674,0.066667,0.053344,0.000000,0.000000,0.087230,0.012752,0.439134,0.037348,0.057358,0.038794,0.200000,0.106689,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,bimanual_manipulation_failure_detection,model_misspecification,10,0.553118,0.051149,0.186125,0.022214,0.216667,0.119778,0.316667,0.123674,0.000000,0.000000,0.101477,0.012651,0.450993,0.090241,0.068942,0.093413,0.333333,0.108889,0.983333,0.032667
ensemble_forecasting_calibrator,goal_ambiguity_shift,bimanual_manipulation_failure_detection,multi_modal_valid_plans,10,0.619223,0.012399,0.059787,0.003248,0.216667,0.069723,0.000000,0.000000,0.050000,0.049899,0.066878,0.007001,0.055684,0.012209,0.440877,0.017836,0.050000,0.049899,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,bimanual_manipulation_failure_detection,out_of_distribution_action,10,0.547265,0.032354,0.211601,0.020833,0.316667,0.132916,0.316667,0.113683,0.000000,0.000000,0.098380,0.013778,0.487427,0.072200,0.012878,0.069756,0.316667,0.113683,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,bimanual_manipulation_failure_detection,sensor_corruption,10,0.543191,0.017136,0.139371,0.021287,0.383333,0.129298,0.200000,0.094927,0.000000,0.000000,0.131310,0.020218,0.356633,0.048418,0.144658,0.049980,0.516667,0.141556,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,contact_rich_pick_and_place,aleatoric_sensor_noise,10,0.596052,0.013148,0.085057,0.006971,0.250000,0.111578,0.000000,0.000000,0.083333,0.073045,0.069850,0.008634,0.108711,0.018836,0.360032,0.023169,0.083333,0.073045,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,contact_rich_pick_and_place,controller_instability,10,0.485509,0.026794,0.234528,0.032858,0.400000,0.147704,0.000000,0.000000,0.000000,0.000000,0.092380,0.017704,0.650613,0.086123,-0.095119,0.087022,0.266667,0.147704,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,contact_rich_pick_and_place,epistemic_unknown,10,0.555719,0.011650,0.143558,0.015935,0.433333,0.130667,0.150000,0.090450,0.000000,0.000000,0.101440,0.019260,0.372176,0.032298,0.168884,0.033088,0.283333,0.129298,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,contact_rich_pick_and_place,goal_specification_ambiguity,10,0.535993,0.013789,0.163311,0.013406,0.400000,0.139446,0.083333,0.073045,0.000000,0.000000,0.090056,0.013666,0.391126,0.033696,0.113670,0.035467,0.216667,0.098000,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,contact_rich_pick_and_place,model_misspecification,10,0.568543,0.026218,0.184007,0.015742,0.400000,0.099798,0.316667,0.102726,0.000000,0.000000,0.097430,0.012142,0.430840,0.056890,0.095527,0.053195,0.316667,0.102726,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,contact_rich_pick_and_place,multi_modal_valid_plans,10,0.620249,0.015570,0.059402,0.003466,0.283333,0.085045,0.000000,0.000000,0.016667,0.032667,0.061970,0.003861,0.054582,0.013654,0.446186,0.022290,0.016667,0.032667,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,contact_rich_pick_and_place,out_of_distribution_action,10,0.550068,0.037171,0.209029,0.023938,0.316667,0.113683,0.300000,0.106689,0.000000,0.000000,0.095460,0.012611,0.481055,0.079497,0.023383,0.081443,0.300000,0.106689,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,contact_rich_pick_and_place,sensor_corruption,10,0.545640,0.009776,0.151389,0.014612,0.233333,0.139446,0.250000,0.087789,0.000000,0.000000,0.116327,0.017745,0.380145,0.031713,0.131154,0.031097,0.366667,0.117277,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,deformable_object_handling,aleatoric_sensor_noise,10,0.603861,0.012875,0.081088,0.004289,0.316667,0.149697,0.000000,0.000000,0.083333,0.054444,0.070433,0.006816,0.079654,0.015423,0.376164,0.020293,0.083333,0.054444,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,deformable_object_handling,controller_instability,10,0.487815,0.016906,0.223342,0.022650,0.366667,0.167278,0.000000,0.000000,0.000000,0.000000,0.101733,0.013633,0.612609,0.059282,-0.074750,0.057394,0.333333,0.108889,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,deformable_object_handling,epistemic_unknown,10,0.548591,0.018844,0.144644,0.020316,0.350000,0.102726,0.150000,0.076222,0.000000,0.000000,0.103222,0.022297,0.369474,0.045437,0.158118,0.048571,0.300000,0.160033,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,deformable_object_handling,goal_specification_ambiguity,10,0.525557,0.026098,0.159446,0.015471,0.383333,0.049899,0.066667,0.072229,0.000000,0.000000,0.092657,0.016021,0.385164,0.046647,0.106250,0.050002,0.233333,0.111045,0.983333,0.032667
ensemble_forecasting_calibrator,goal_ambiguity_shift,deformable_object_handling,model_misspecification,10,0.558594,0.042408,0.186011,0.027168,0.350000,0.113683,0.300000,0.136002,0.000000,0.000000,0.100264,0.019386,0.425898,0.090582,0.079185,0.089430,0.316667,0.149697,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,deformable_object_handling,multi_modal_valid_plans,10,0.610140,0.025529,0.055301,0.001867,0.233333,0.121254,0.000000,0.000000,0.066667,0.053344,0.069250,0.007576,0.051348,0.029264,0.436336,0.035643,0.066667,0.053344,0.983333,0.032667
ensemble_forecasting_calibrator,goal_ambiguity_shift,deformable_object_handling,out_of_distribution_action,10,0.539830,0.018449,0.212955,0.012212,0.466667,0.144457,0.283333,0.085045,0.000000,0.000000,0.095473,0.010648,0.481683,0.043142,0.004497,0.038521,0.283333,0.085045,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,deformable_object_handling,sensor_corruption,10,0.525368,0.012879,0.168690,0.014552,0.400000,0.130667,0.116667,0.085045,0.000000,0.000000,0.099755,0.014316,0.409395,0.033917,0.084421,0.035440,0.283333,0.098000,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,legged_locomotion_disturbance,aleatoric_sensor_noise,10,0.591927,0.015329,0.089046,0.005112,0.316667,0.178591,0.000000,0.000000,0.050000,0.069723,0.066660,0.009287,0.101264,0.018508,0.349364,0.024255,0.050000,0.069723,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,legged_locomotion_disturbance,controller_instability,10,0.484945,0.022174,0.218415,0.028356,0.550000,0.129298,0.000000,0.000000,0.000000,0.000000,0.115500,0.017465,0.619148,0.072687,-0.076419,0.072655,0.416667,0.131120,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,legged_locomotion_disturbance,epistemic_unknown,10,0.529072,0.018743,0.159985,0.017844,0.366667,0.126985,0.050000,0.049899,0.000000,0.000000,0.094403,0.016987,0.422731,0.044884,0.111023,0.046906,0.250000,0.121741,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,legged_locomotion_disturbance,goal_specification_ambiguity,10,0.512191,0.016415,0.166722,0.019881,0.283333,0.098000,0.033333,0.043556,0.000000,0.000000,0.094903,0.019357,0.424514,0.037919,0.075305,0.037511,0.250000,0.139870,0.983333,0.032667
ensemble_forecasting_calibrator,goal_ambiguity_shift,legged_locomotion_disturbance,model_misspecification,10,0.550794,0.045816,0.192485,0.028309,0.400000,0.130667,0.300000,0.160033,0.000000,0.000000,0.102536,0.020996,0.463594,0.094179,0.055552,0.093668,0.316667,0.157419,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,legged_locomotion_disturbance,multi_modal_valid_plans,10,0.593134,0.020242,0.061557,0.005774,0.150000,0.113683,0.000000,0.000000,0.116667,0.069723,0.075540,0.009287,0.063021,0.023500,0.404830,0.029238,0.116667,0.069723,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,legged_locomotion_disturbance,out_of_distribution_action,10,0.539613,0.038429,0.214964,0.025235,0.433333,0.121254,0.350000,0.113683,0.000000,0.000000,0.106620,0.015143,0.491655,0.083163,-0.007941,0.084553,0.350000,0.113683,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,legged_locomotion_disturbance,sensor_corruption,10,0.525034,0.014394,0.151823,0.012881,0.450000,0.129298,0.216667,0.119778,0.000000,0.000000,0.128930,0.008326,0.397272,0.033503,0.100772,0.037695,0.483333,0.058638,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,mobile_navigation_under_sensor_noise,aleatoric_sensor_noise,10,0.620521,0.013547,0.075600,0.005962,0.383333,0.138165,0.000000,0.000000,0.083333,0.054444,0.069933,0.006490,0.079111,0.016864,0.405248,0.022668,0.083333,0.054444,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,mobile_navigation_under_sensor_noise,controller_instability,10,0.510601,0.028530,0.222179,0.029436,0.333333,0.119282,0.000000,0.000000,0.000000,0.000000,0.085827,0.014278,0.617836,0.078442,-0.038273,0.084243,0.216667,0.119778,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,mobile_navigation_under_sensor_noise,epistemic_unknown,10,0.564557,0.018078,0.146731,0.010014,0.500000,0.097393,0.066667,0.072229,0.000000,0.000000,0.078447,0.011337,0.378520,0.025926,0.183169,0.028203,0.133333,0.081485,0.983333,0.032667
ensemble_forecasting_calibrator,goal_ambiguity_shift,mobile_navigation_under_sensor_noise,goal_specification_ambiguity,10,0.546001,0.008940,0.165733,0.007182,0.283333,0.154377,0.033333,0.065333,0.000000,0.000000,0.074717,0.009458,0.392800,0.017119,0.129088,0.019264,0.116667,0.069723,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,mobile_navigation_under_sensor_noise,model_misspecification,10,0.579450,0.035548,0.176627,0.021111,0.400000,0.121254,0.250000,0.139870,0.000000,0.000000,0.089800,0.016673,0.419531,0.072550,0.128009,0.070964,0.250000,0.139870,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,mobile_navigation_under_sensor_noise,multi_modal_valid_plans,10,0.642774,0.009837,0.052421,0.001771,0.266667,0.139446,0.000000,0.000000,0.000000,0.000000,0.060000,0.000000,0.031261,0.006196,0.485448,0.013733,0.000000,0.000000,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,mobile_navigation_under_sensor_noise,out_of_distribution_action,10,0.535245,0.042640,0.216930,0.026805,0.500000,0.068867,0.150000,0.090450,0.000000,0.000000,0.077880,0.010782,0.523377,0.085741,0.003484,0.094879,0.150000,0.090450,1.000000,0.000000
ensemble_forecasting_calibrator,goal_ambiguity_shift,mobile_navigation_under_sensor_noise,sensor_corruption,10,0.565018,0.010964,0.145626,0.014271,0.416667,0.131120,0.183333,0.090450,0.000000,0.000000,0.105918,0.014600,0.356825,0.031445,0.170499,0.033249,0.350000,0.113683,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,articulated_tool_use_with_occlusion,aleatoric_sensor_noise,10,0.595936,0.009967,0.084577,0.008112,0.200000,0.094927,0.000000,0.000000,0.100000,0.111045,0.072250,0.013603,0.100463,0.017694,0.359292,0.018670,0.100000,0.111045,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,articulated_tool_use_with_occlusion,controller_instability,10,0.487249,0.018103,0.227708,0.019679,0.400000,0.121254,0.000000,0.000000,0.000000,0.000000,0.098792,0.009337,0.629541,0.049129,-0.082863,0.055404,0.316667,0.076222,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,articulated_tool_use_with_occlusion,epistemic_unknown,10,0.544744,0.011429,0.149019,0.011418,0.466667,0.081485,0.066667,0.072229,0.000000,0.000000,0.097165,0.012808,0.381998,0.027934,0.148888,0.028882,0.283333,0.098000,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,articulated_tool_use_with_occlusion,goal_specification_ambiguity,10,0.514273,0.028811,0.156445,0.022572,0.333333,0.097393,0.116667,0.098000,0.000000,0.000000,0.108237,0.018487,0.398997,0.058701,0.090662,0.063659,0.350000,0.123674,0.983333,0.032667
ensemble_forecasting_calibrator,model_misspecification_shift,articulated_tool_use_with_occlusion,model_misspecification,10,0.540587,0.039664,0.192479,0.030497,0.450000,0.069723,0.266667,0.121254,0.000000,0.000000,0.095730,0.018205,0.469175,0.085786,0.046455,0.089019,0.283333,0.138165,0.983333,0.032667
ensemble_forecasting_calibrator,model_misspecification_shift,articulated_tool_use_with_occlusion,multi_modal_valid_plans,10,0.604983,0.017816,0.061661,0.002483,0.350000,0.141556,0.000000,0.000000,0.050000,0.049899,0.066125,0.006113,0.060776,0.016806,0.423040,0.025263,0.050000,0.049899,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,articulated_tool_use_with_occlusion,out_of_distribution_action,10,0.556966,0.043766,0.194779,0.020289,0.416667,0.111578,0.333333,0.119282,0.000000,0.000000,0.103897,0.014006,0.448728,0.076704,0.052058,0.081449,0.350000,0.113683,0.983333,0.032667
ensemble_forecasting_calibrator,model_misspecification_shift,articulated_tool_use_with_occlusion,sensor_corruption,10,0.521952,0.029491,0.155049,0.017223,0.333333,0.097393,0.150000,0.076222,0.000000,0.000000,0.115392,0.011545,0.399301,0.055996,0.096405,0.060890,0.400000,0.087111,0.983333,0.032667
ensemble_forecasting_calibrator,model_misspecification_shift,bimanual_manipulation_failure_detection,aleatoric_sensor_noise,10,0.583991,0.018218,0.092064,0.007016,0.250000,0.111578,0.000000,0.000000,0.050000,0.069723,0.066050,0.008436,0.128398,0.024684,0.335214,0.030249,0.050000,0.069723,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,bimanual_manipulation_failure_detection,controller_instability,10,0.464553,0.027754,0.255813,0.032516,0.333333,0.128839,0.000000,0.000000,0.000000,0.000000,0.086217,0.016718,0.709585,0.086191,-0.158587,0.088006,0.216667,0.138165,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,bimanual_manipulation_failure_detection,epistemic_unknown,10,0.544026,0.012460,0.158108,0.014966,0.350000,0.090450,0.100000,0.072229,0.000000,0.000000,0.088640,0.018841,0.407515,0.031332,0.134140,0.032140,0.200000,0.136002,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,bimanual_manipulation_failure_detection,goal_specification_ambiguity,10,0.534117,0.018654,0.149742,0.018427,0.283333,0.109432,0.100000,0.072229,0.000000,0.000000,0.110858,0.013248,0.370301,0.049095,0.127084,0.050440,0.383333,0.109432,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,bimanual_manipulation_failure_detection,model_misspecification,10,0.560534,0.054274,0.189919,0.033329,0.416667,0.073045,0.316667,0.171824,0.000000,0.000000,0.098317,0.020791,0.447593,0.112236,0.073890,0.113320,0.316667,0.171824,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,bimanual_manipulation_failure_detection,multi_modal_valid_plans,10,0.602460,0.011005,0.062673,0.003783,0.250000,0.131120,0.000000,0.000000,0.066667,0.053344,0.068067,0.006455,0.068785,0.012942,0.416933,0.016152,0.066667,0.053344,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,bimanual_manipulation_failure_detection,out_of_distribution_action,10,0.591332,0.031377,0.174558,0.021947,0.466667,0.106689,0.483333,0.090450,0.000000,0.000000,0.121580,0.012726,0.376129,0.066040,0.118531,0.064914,0.500000,0.097393,0.983333,0.032667
ensemble_forecasting_calibrator,model_misspecification_shift,bimanual_manipulation_failure_detection,sensor_corruption,10,0.526387,0.013282,0.147968,0.023270,0.266667,0.099798,0.233333,0.087111,0.000000,0.000000,0.127662,0.022930,0.392770,0.039604,0.107828,0.038032,0.466667,0.152444,0.983333,0.032667
ensemble_forecasting_calibrator,model_misspecification_shift,contact_rich_pick_and_place,aleatoric_sensor_noise,10,0.591807,0.018398,0.085308,0.006449,0.266667,0.099798,0.000000,0.000000,0.100000,0.053344,0.071800,0.006295,0.114354,0.022877,0.353870,0.030212,0.100000,0.053344,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,contact_rich_pick_and_place,controller_instability,10,0.477111,0.026693,0.242625,0.029046,0.433333,0.139446,0.000000,0.000000,0.000000,0.000000,0.089500,0.013166,0.670691,0.077512,-0.119314,0.081796,0.250000,0.111578,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,contact_rich_pick_and_place,epistemic_unknown,10,0.551925,0.015301,0.142724,0.012628,0.433333,0.072229,0.150000,0.102726,0.000000,0.000000,0.105302,0.018564,0.370836,0.031307,0.164221,0.033333,0.316667,0.123674,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,contact_rich_pick_and_place,goal_specification_ambiguity,10,0.527887,0.018643,0.163997,0.019837,0.366667,0.136002,0.083333,0.054444,0.000000,0.000000,0.093937,0.017744,0.399108,0.048417,0.101337,0.050558,0.250000,0.131120,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,contact_rich_pick_and_place,model_misspecification,10,0.574582,0.040493,0.180525,0.024873,0.416667,0.121741,0.316667,0.164779,0.000000,0.000000,0.097367,0.019444,0.419866,0.085285,0.109270,0.082197,0.316667,0.164779,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,contact_rich_pick_and_place,multi_modal_valid_plans,10,0.617096,0.014112,0.060016,0.003331,0.283333,0.154377,0.000000,0.000000,0.016667,0.032667,0.061967,0.003855,0.055388,0.012030,0.441685,0.020238,0.016667,0.032667,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,contact_rich_pick_and_place,out_of_distribution_action,10,0.550981,0.043258,0.199542,0.027328,0.316667,0.123674,0.366667,0.136002,0.000000,0.000000,0.106310,0.016820,0.464195,0.087311,0.033904,0.088594,0.383333,0.138165,0.983333,0.032667
ensemble_forecasting_calibrator,model_misspecification_shift,contact_rich_pick_and_place,sensor_corruption,10,0.525965,0.028329,0.160965,0.026414,0.366667,0.117277,0.083333,0.073045,0.000000,0.000000,0.102764,0.019479,0.411107,0.066496,0.096239,0.069838,0.316667,0.149697,0.983333,0.032667
ensemble_forecasting_calibrator,model_misspecification_shift,deformable_object_handling,aleatoric_sensor_noise,10,0.604638,0.020184,0.081815,0.006064,0.433333,0.130667,0.000000,0.000000,0.066667,0.053344,0.068333,0.006668,0.086598,0.022145,0.376812,0.032084,0.066667,0.053344,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,deformable_object_handling,controller_instability,10,0.501580,0.015819,0.212073,0.019947,0.416667,0.111578,0.000000,0.000000,0.000000,0.000000,0.103750,0.011306,0.581884,0.050694,-0.037605,0.052086,0.350000,0.090450,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,deformable_object_handling,epistemic_unknown,10,0.539894,0.017758,0.152828,0.012433,0.383333,0.119778,0.116667,0.049899,0.000000,0.000000,0.095643,0.012323,0.388190,0.034443,0.136722,0.039526,0.250000,0.087789,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,deformable_object_handling,goal_specification_ambiguity,10,0.532783,0.013422,0.160084,0.011771,0.300000,0.117277,0.100000,0.053344,0.000000,0.000000,0.095050,0.013147,0.375300,0.030259,0.114062,0.031288,0.250000,0.100391,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,deformable_object_handling,model_misspecification,10,0.524811,0.027836,0.208123,0.017184,0.400000,0.087111,0.200000,0.081485,0.000000,0.000000,0.085000,0.010186,0.502468,0.056352,0.007441,0.059014,0.200000,0.081485,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,deformable_object_handling,multi_modal_valid_plans,10,0.619338,0.013167,0.056977,0.003386,0.266667,0.130667,0.000000,0.000000,0.033333,0.043556,0.064167,0.005444,0.040653,0.010229,0.449071,0.018622,0.033333,0.043556,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,deformable_object_handling,out_of_distribution_action,10,0.559881,0.030184,0.199844,0.019911,0.300000,0.094927,0.366667,0.106689,0.000000,0.000000,0.105833,0.013336,0.434898,0.066922,0.046140,0.064967,0.366667,0.106689,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,deformable_object_handling,sensor_corruption,10,0.527873,0.013403,0.168238,0.012160,0.400000,0.139446,0.133333,0.065333,0.000000,0.000000,0.100297,0.012475,0.406235,0.031366,0.087543,0.032900,0.283333,0.085045,1.000000,0.000000
ensemble_forecasting_calibrator,model_misspecification_shift,legged_locomotion_disturbance,aleatoric_sensor_noise,10,0.580663,0.019679,0.088214,0.006068,0.216667,0.098000,0.000000,0.000000,0.066667,0.072229,0.069727,0.011007,0.117092,0.023720,0.334117,0.026331,0.066667,0.072229,0.983333,0.032667
